id	text_id	id_in_text	offset_start	offset_end	y_value	y_predict	X_text
1683	0dea3fb8390e490fbbda5445cb2cd1f7	152	722	725	O	O	Mr.
1684	0dea3fb8390e490fbbda5445cb2cd1f7	153	725	730	O	O	Saeed
1685	0dea3fb8390e490fbbda5445cb2cd1f7	154	731	735	O	O	Raza
1686	0dea3fb8390e490fbbda5445cb2cd1f7	157	742	746	O	O	Aged
1687	0dea3fb8390e490fbbda5445cb2cd1f7	159	753	755	O	O	64
1688	0dea3fb8390e490fbbda5445cb2cd1f7	160	756	761	O	O	Years
1689	0dea3fb8390e490fbbda5445cb2cd1f7	163	766	767	O	O	5
1690	0dea3fb8390e490fbbda5445cb2cd1f7	165	769	773	O	O	Mrs.
1691	0dea3fb8390e490fbbda5445cb2cd1f7	166	773	780	B-PETITIONER	B-PETITIONER	Soraiya
1692	0dea3fb8390e490fbbda5445cb2cd1f7	169	787	788	O	O	W
1693	0dea3fb8390e490fbbda5445cb2cd1f7	171	789	790	O	O	O
1694	0dea3fb8390e490fbbda5445cb2cd1f7	172	791	794	O	O	Mr.
1695	0dea3fb8390e490fbbda5445cb2cd1f7	173	794	799	O	O	Sayed
1696	0dea3fb8390e490fbbda5445cb2cd1f7	174	800	805	O	O	Anwar
1697	0dea3fb8390e490fbbda5445cb2cd1f7	175	806	812	O	O	Hassan
1698	0dea3fb8390e490fbbda5445cb2cd1f7	178	819	823	O	O	Aged
1699	0dea3fb8390e490fbbda5445cb2cd1f7	180	830	832	O	O	62
1700	0dea3fb8390e490fbbda5445cb2cd1f7	181	833	838	O	O	Years
1701	0dea3fb8390e490fbbda5445cb2cd1f7	184	865	866	O	O	2
1702	0dea3fb8390e490fbbda5445cb2cd1f7	186	871	872	O	O	6
1703	0dea3fb8390e490fbbda5445cb2cd1f7	188	874	877	O	O	Mr.
1704	0dea3fb8390e490fbbda5445cb2cd1f7	189	877	880	B-PETITIONER	B-RESPONDENT	Zia
1705	0dea3fb8390e490fbbda5445cb2cd1f7	190	881	888	I-PETITIONER	I-RESPONDENT	Khaleli
1706	0dea3fb8390e490fbbda5445cb2cd1f7	193	895	896	O	O	S
1707	0dea3fb8390e490fbbda5445cb2cd1f7	195	897	898	O	O	O
1708	0dea3fb8390e490fbbda5445cb2cd1f7	196	899	903	O	O	Late
1709	0dea3fb8390e490fbbda5445cb2cd1f7	197	904	907	O	O	Mr.
1710	0dea3fb8390e490fbbda5445cb2cd1f7	198	907	909	O	O	Md
1711	0dea3fb8390e490fbbda5445cb2cd1f7	199	910	914	O	O	Rafi
1712	0dea3fb8390e490fbbda5445cb2cd1f7	200	915	923	O	O	Khaleeli
1713	0dea3fb8390e490fbbda5445cb2cd1f7	203	930	934	O	O	Aged
1714	0dea3fb8390e490fbbda5445cb2cd1f7	205	941	943	O	O	60
1715	0dea3fb8390e490fbbda5445cb2cd1f7	206	944	949	O	O	Years
1716	0dea3fb8390e490fbbda5445cb2cd1f7	209	954	955	O	O	7
1717	0dea3fb8390e490fbbda5445cb2cd1f7	211	957	960	O	O	Mr.
1718	0dea3fb8390e490fbbda5445cb2cd1f7	212	960	965	B-PETITIONER	B-RESPONDENT	Anwar
1719	0dea3fb8390e490fbbda5445cb2cd1f7	213	966	972	I-PETITIONER	I-RESPONDENT	Hassan
1720	0dea3fb8390e490fbbda5445cb2cd1f7	216	979	980	O	O	S
1721	0dea3fb8390e490fbbda5445cb2cd1f7	218	981	982	O	O	O
1722	0dea3fb8390e490fbbda5445cb2cd1f7	219	983	987	O	O	Late
1723	0dea3fb8390e490fbbda5445cb2cd1f7	220	988	991	O	O	Mr.
1724	0dea3fb8390e490fbbda5445cb2cd1f7	221	991	995	O	O	Syed
1725	0dea3fb8390e490fbbda5445cb2cd1f7	222	996	1007	O	O	Qamarhassan
1726	0dea3fb8390e490fbbda5445cb2cd1f7	225	1014	1018	O	O	Aged
1727	0dea3fb8390e490fbbda5445cb2cd1f7	227	1025	1027	O	O	69
1728	0dea3fb8390e490fbbda5445cb2cd1f7	228	1028	1033	O	O	Years
1729	0dea3fb8390e490fbbda5445cb2cd1f7	232	1044	1052	O	O	Claiming
1730	0dea3fb8390e490fbbda5445cb2cd1f7	235	1062	1068	O	O	Senior
1731	0dea3fb8390e490fbbda5445cb2cd1f7	237	1074	1085	O	O	Citizenship
1732	0dea3fb8390e490fbbda5445cb2cd1f7	240	1090	1091	O	O	8
1733	0dea3fb8390e490fbbda5445cb2cd1f7	242	1093	1097	O	O	Mrs.
1734	0dea3fb8390e490fbbda5445cb2cd1f7	243	1097	1100	B-PETITIONER	B-PETITIONER	Taj
1735	0dea3fb8390e490fbbda5445cb2cd1f7	244	1101	1108	I-PETITIONER	I-PETITIONER	Sultana
1736	0dea3fb8390e490fbbda5445cb2cd1f7	247	1115	1116	O	O	W
1737	0dea3fb8390e490fbbda5445cb2cd1f7	249	1117	1118	O	O	O
1738	0dea3fb8390e490fbbda5445cb2cd1f7	250	1119	1123	O	O	Late
1739	0dea3fb8390e490fbbda5445cb2cd1f7	251	1124	1127	O	O	Mr.
1740	0dea3fb8390e490fbbda5445cb2cd1f7	252	1127	1133	O	O	Jaffer
1741	0dea3fb8390e490fbbda5445cb2cd1f7	253	1134	1140	O	O	Hassan
1742	0dea3fb8390e490fbbda5445cb2cd1f7	256	1147	1151	O	O	Aged
1743	0dea3fb8390e490fbbda5445cb2cd1f7	258	1158	1160	O	O	54
1744	0dea3fb8390e490fbbda5445cb2cd1f7	259	1161	1166	O	O	Years
1745	0dea3fb8390e490fbbda5445cb2cd1f7	262	1171	1172	O	O	9
1746	0dea3fb8390e490fbbda5445cb2cd1f7	264	1174	1177	O	O	Mr.
1747	0dea3fb8390e490fbbda5445cb2cd1f7	265	1177	1182	B-PETITIONER	B-RESPONDENT	Syedi
1748	0dea3fb8390e490fbbda5445cb2cd1f7	266	1183	1189	I-PETITIONER	I-RESPONDENT	Hassan
1749	0dea3fb8390e490fbbda5445cb2cd1f7	269	1196	1197	O	O	S
1750	0dea3fb8390e490fbbda5445cb2cd1f7	271	1198	1199	O	O	O
1751	0dea3fb8390e490fbbda5445cb2cd1f7	272	1200	1204	O	O	Late
1752	0dea3fb8390e490fbbda5445cb2cd1f7	273	1205	1208	O	O	Mr.
1753	0dea3fb8390e490fbbda5445cb2cd1f7	274	1208	1214	O	O	Jaffer
1754	0dea3fb8390e490fbbda5445cb2cd1f7	275	1215	1221	O	O	Hassan
1755	0dea3fb8390e490fbbda5445cb2cd1f7	278	1228	1232	O	O	Aged
1756	0dea3fb8390e490fbbda5445cb2cd1f7	280	1239	1241	O	O	28
1757	0dea3fb8390e490fbbda5445cb2cd1f7	281	1242	1247	O	O	Years
1758	0dea3fb8390e490fbbda5445cb2cd1f7	286	1263	1271	O	O	Residing
1759	0dea3fb8390e490fbbda5445cb2cd1f7	288	1275	1279	O	O	No.2
1760	0dea3fb8390e490fbbda5445cb2cd1f7	291	1286	1292	O	O	Laurel
1761	0dea3fb8390e490fbbda5445cb2cd1f7	292	1293	1297	O	O	Lane
1762	0dea3fb8390e490fbbda5445cb2cd1f7	294	1299	1307	O	O	Richmond
1763	0dea3fb8390e490fbbda5445cb2cd1f7	295	1308	1312	O	O	Town
1764	0dea3fb8390e490fbbda5445cb2cd1f7	298	1319	1328	O	O	Bengaluru
1765	0dea3fb8390e490fbbda5445cb2cd1f7	300	1331	1337	O	O	560025
1766	0dea3fb8390e490fbbda5445cb2cd1f7	303	1344	1348	O	O	No.1
1767	0dea3fb8390e490fbbda5445cb2cd1f7	305	1352	1353	O	O	8
1768	0dea3fb8390e490fbbda5445cb2cd1f7	306	1354	1359	O	O	Reptd
1769	0dea3fb8390e490fbbda5445cb2cd1f7	308	1363	1366	O	O	Gpa
1770	0dea3fb8390e490fbbda5445cb2cd1f7	309	1367	1373	O	O	Holder
1771	0dea3fb8390e490fbbda5445cb2cd1f7	312	1380	1383	O	O	Mr.
1772	0dea3fb8390e490fbbda5445cb2cd1f7	313	1383	1388	O	O	Syedi
1773	0dea3fb8390e490fbbda5445cb2cd1f7	314	1389	1395	O	O	Hassan
1774	0dea3fb8390e490fbbda5445cb2cd1f7	315	1396	1400	O	O	i.e.
1775	0dea3fb8390e490fbbda5445cb2cd1f7	317	1402	1412	O	O	Petitioner
1776	0dea3fb8390e490fbbda5445cb2cd1f7	318	1413	1417	O	O	No.9
1777	0dea3fb8390e490fbbda5445cb2cd1f7	321	1424	1425	O	O	S
1778	0dea3fb8390e490fbbda5445cb2cd1f7	323	1426	1427	O	O	O
1779	0dea3fb8390e490fbbda5445cb2cd1f7	324	1428	1432	O	O	Late
1780	0dea3fb8390e490fbbda5445cb2cd1f7	325	1433	1436	O	O	Mr.
1781	0dea3fb8390e490fbbda5445cb2cd1f7	326	1436	1442	O	O	Jaffer
1782	0dea3fb8390e490fbbda5445cb2cd1f7	327	1443	1449	O	O	Hassan
1783	0dea3fb8390e490fbbda5445cb2cd1f7	330	1456	1460	O	O	Aged
1784	0dea3fb8390e490fbbda5445cb2cd1f7	332	1467	1469	O	O	28
1785	0dea3fb8390e490fbbda5445cb2cd1f7	333	1470	1475	O	O	Years
1786	0dea3fb8390e490fbbda5445cb2cd1f7	337	1485	1489	O	O	No.2
1787	0dea3fb8390e490fbbda5445cb2cd1f7	339	1491	1497	O	O	Laurel
1788	0dea3fb8390e490fbbda5445cb2cd1f7	340	1498	1502	O	O	Lane
1789	0dea3fb8390e490fbbda5445cb2cd1f7	343	1509	1517	O	O	Richmond
1790	0dea3fb8390e490fbbda5445cb2cd1f7	344	1518	1522	O	O	Town
1791	0dea3fb8390e490fbbda5445cb2cd1f7	347	1529	1538	O	O	Bengaluru
1792	0dea3fb8390e490fbbda5445cb2cd1f7	349	1541	1547	O	O	560025
1793	0dea3fb8390e490fbbda5445cb2cd1f7	353	1566	1577	O	O	Petitioners
1794	0dea3fb8390e490fbbda5445cb2cd1f7	356	1621	1627	O	O	Common
1795	0dea3fb8390e490fbbda5445cb2cd1f7	361	1633	1636	O	O	Sri
1796	0dea3fb8390e490fbbda5445cb2cd1f7	363	1637	1646	B-LAWYER	B-LAWYER	Raghunath
1797	0dea3fb8390e490fbbda5445cb2cd1f7	364	1647	1650	O	I-LAWYER	M.D
1798	0dea3fb8390e490fbbda5445cb2cd1f7	366	1652	1660	O	O	Advocate
1799	0dea3fb8390e490fbbda5445cb2cd1f7	372	1670	1671	O	O	1
1800	0dea3fb8390e490fbbda5445cb2cd1f7	374	1673	1674	O	O	M
1801	0dea3fb8390e490fbbda5445cb2cd1f7	376	1675	1682	O	O	S.Siraj
1802	0dea3fb8390e490fbbda5445cb2cd1f7	378	1687	1691	B-RESPONDENT	O	Renu
1803	0dea3fb8390e490fbbda5445cb2cd1f7	382	1700	1710	O	O	Registered
1804	0dea3fb8390e490fbbda5445cb2cd1f7	383	1711	1715	O	O	Firm
1805	0dea3fb8390e490fbbda5445cb2cd1f7	384	1716	1722	O	O	Having
1806	0dea3fb8390e490fbbda5445cb2cd1f7	386	1727	1733	O	O	Office
1807	0dea3fb8390e490fbbda5445cb2cd1f7	389	1742	1747	O	O	No.38
1808	0dea3fb8390e490fbbda5445cb2cd1f7	391	1749	1752	O	O	3Rd
1809	0dea3fb8390e490fbbda5445cb2cd1f7	392	1753	1758	O	O	Floor
1810	0dea3fb8390e490fbbda5445cb2cd1f7	394	1760	1764	O	O	Rain
1811	0dea3fb8390e490fbbda5445cb2cd1f7	395	1765	1769	O	O	Tree
1812	0dea3fb8390e490fbbda5445cb2cd1f7	396	1770	1774	O	O	Hall
1813	0dea3fb8390e490fbbda5445cb2cd1f7	398	1780	1790	O	O	Apartments
1814	0dea3fb8390e490fbbda5445cb2cd1f7	400	1792	1797	O	O	No.16
1815	0dea3fb8390e490fbbda5445cb2cd1f7	402	1799	1806	O	O	Rhenius
1816	0dea3fb8390e490fbbda5445cb2cd1f7	403	1807	1813	O	O	Street
1817	0dea3fb8390e490fbbda5445cb2cd1f7	406	1820	1828	O	O	Richmond
1818	0dea3fb8390e490fbbda5445cb2cd1f7	407	1829	1833	O	O	Town
1819	0dea3fb8390e490fbbda5445cb2cd1f7	410	1840	1849	O	O	Bengaluru
1820	0dea3fb8390e490fbbda5445cb2cd1f7	412	1852	1858	O	O	560025
1821	0dea3fb8390e490fbbda5445cb2cd1f7	415	1865	1869	O	O	Rep.
1822	0dea3fb8390e490fbbda5445cb2cd1f7	417	1873	1883	O	O	Authorised
1823	0dea3fb8390e490fbbda5445cb2cd1f7	418	1884	1898	O	O	Representative
1824	0dea3fb8390e490fbbda5445cb2cd1f7	421	1927	1928	O	O	3
1825	0dea3fb8390e490fbbda5445cb2cd1f7	423	1934	1935	O	O	2
1826	0dea3fb8390e490fbbda5445cb2cd1f7	425	1937	1940	O	B-RESPONDENT	Sri
1827	0dea3fb8390e490fbbda5445cb2cd1f7	426	1941	1953	B-RESPONDENT	I-RESPONDENT	K.S.Ponnappa
1828	0dea3fb8390e490fbbda5445cb2cd1f7	429	1961	1962	O	O	S
1829	0dea3fb8390e490fbbda5445cb2cd1f7	431	1963	1964	O	O	O
1830	0dea3fb8390e490fbbda5445cb2cd1f7	432	1965	1968	O	O	Sri
1831	0dea3fb8390e490fbbda5445cb2cd1f7	433	1969	1981	O	O	K.K.Subbaiah
1832	0dea3fb8390e490fbbda5445cb2cd1f7	436	1989	1993	O	O	Aged
1833	0dea3fb8390e490fbbda5445cb2cd1f7	438	2000	2002	O	O	57
1834	0dea3fb8390e490fbbda5445cb2cd1f7	439	2003	2008	O	O	Years
1835	0dea3fb8390e490fbbda5445cb2cd1f7	442	2016	2023	O	O	No.14/3
1836	0dea3fb8390e490fbbda5445cb2cd1f7	444	2025	2028	O	O	2Nd
1837	0dea3fb8390e490fbbda5445cb2cd1f7	445	2029	2034	O	O	Floor
1838	0dea3fb8390e490fbbda5445cb2cd1f7	448	2042	2049	O	O	Sheriff
1839	0dea3fb8390e490fbbda5445cb2cd1f7	449	2050	2055	O	O	House
1840	0dea3fb8390e490fbbda5445cb2cd1f7	451	2057	2059	O	O	85
1841	0dea3fb8390e490fbbda5445cb2cd1f7	453	2061	2064	O	O	Gen
1842	0dea3fb8390e490fbbda5445cb2cd1f7	456	2072	2085	O	O	K.S.Thimmaiah
1843	0dea3fb8390e490fbbda5445cb2cd1f7	457	2086	2090	O	O	Road
1844	0dea3fb8390e490fbbda5445cb2cd1f7	460	2098	2101	O	O	Old
1845	0dea3fb8390e490fbbda5445cb2cd1f7	461	2102	2110	O	O	Richmond
1846	0dea3fb8390e490fbbda5445cb2cd1f7	462	2111	2115	O	O	Road
1847	0dea3fb8390e490fbbda5445cb2cd1f7	465	2123	2132	O	O	Bengaluru
1848	0dea3fb8390e490fbbda5445cb2cd1f7	467	2135	2137	O	O	25
1849	0dea3fb8390e490fbbda5445cb2cd1f7	471	2159	2170	O	O	Respondents
1850	0dea3fb8390e490fbbda5445cb2cd1f7	474	2215	2221	O	O	Common
1851	0dea3fb8390e490fbbda5445cb2cd1f7	479	2228	2231	O	O	Sri
1852	0dea3fb8390e490fbbda5445cb2cd1f7	481	2232	2244	B-LAWYER	B-LAWYER	K.S.Ponnappa
1853	0dea3fb8390e490fbbda5445cb2cd1f7	484	2248	2250	O	O	R2
1854	0dea3fb8390e490fbbda5445cb2cd1f7	486	2252	2257	O	O	Party
1855	0dea3fb8390e490fbbda5445cb2cd1f7	490	2261	2267	O	O	Person
1856	0dea3fb8390e490fbbda5445cb2cd1f7	499	2313	2318	O	O	Civil
1857	0dea3fb8390e490fbbda5445cb2cd1f7	500	2319	2327	O	O	Revision
1858	0dea3fb8390e490fbbda5445cb2cd1f7	501	2328	2336	O	O	Petition
1859	0dea3fb8390e490fbbda5445cb2cd1f7	503	2340	2345	O	O	Filed
1860	0dea3fb8390e490fbbda5445cb2cd1f7	506	2352	2359	O	O	Section
1861	0dea3fb8390e490fbbda5445cb2cd1f7	507	2360	2362	O	O	18
1862	0dea3fb8390e490fbbda5445cb2cd1f7	510	2370	2379	O	O	Karnataka
1863	0dea3fb8390e490fbbda5445cb2cd1f7	511	2380	2385	O	O	Small
1864	0dea3fb8390e490fbbda5445cb2cd1f7	512	2386	2392	O	O	Causes
1865	0dea3fb8390e490fbbda5445cb2cd1f7	513	2393	2398	O	O	Court
1866	0dea3fb8390e490fbbda5445cb2cd1f7	515	2399	2402	O	O	Act
1867	0dea3fb8390e490fbbda5445cb2cd1f7	520	2417	2422	O	O	Order
1868	0dea3fb8390e490fbbda5445cb2cd1f7	521	2423	2428	O	O	Dated
1869	0dea3fb8390e490fbbda5445cb2cd1f7	522	2429	2439	O	B-DATE	01.04.2017
1870	0dea3fb8390e490fbbda5445cb2cd1f7	523	2440	2446	O	O	Passed
1871	0dea3fb8390e490fbbda5445cb2cd1f7	526	2450	2452	O	O	Ia
1872	0dea3fb8390e490fbbda5445cb2cd1f7	527	2453	2457	O	O	No.3
1873	0dea3fb8390e490fbbda5445cb2cd1f7	529	2461	2463	O	O	Ex
1874	0dea3fb8390e490fbbda5445cb2cd1f7	531	2464	2477	O	O	No.15131/2013
1875	0dea3fb8390e490fbbda5445cb2cd1f7	534	2485	2489	O	O	File
1876	0dea3fb8390e490fbbda5445cb2cd1f7	538	2497	2501	O	O	Xiii
1877	0dea3fb8390e490fbbda5445cb2cd1f7	540	2504	2508	O	O	Addl
1878	0dea3fb8390e490fbbda5445cb2cd1f7	543	2512	2517	O	O	Judge
1879	0dea3fb8390e490fbbda5445cb2cd1f7	546	2521	2526	O	O	Court
1880	0dea3fb8390e490fbbda5445cb2cd1f7	550	2536	2541	O	O	Small
1881	0dea3fb8390e490fbbda5445cb2cd1f7	552	2544	2550	O	O	Causes
1882	0dea3fb8390e490fbbda5445cb2cd1f7	554	2551	2560	O	O	Bengaluru
1883	0dea3fb8390e490fbbda5445cb2cd1f7	556	2562	2570	O	O	Allowing
1884	0dea3fb8390e490fbbda5445cb2cd1f7	558	2575	2577	O	O	Ia
1885	0dea3fb8390e490fbbda5445cb2cd1f7	559	2578	2582	O	O	No.3
1886	0dea3fb8390e490fbbda5445cb2cd1f7	560	2583	2588	O	O	Filed
1887	0dea3fb8390e490fbbda5445cb2cd1f7	563	2595	2600	O	O	Order
1888	0dea3fb8390e490fbbda5445cb2cd1f7	564	2601	2604	O	O	Xxi
1889	0dea3fb8390e490fbbda5445cb2cd1f7	565	2605	2609	O	O	Rule
1890	0dea3fb8390e490fbbda5445cb2cd1f7	566	2610	2615	O	O	98,99
1891	0dea3fb8390e490fbbda5445cb2cd1f7	568	2619	2622	O	O	101
1892	0dea3fb8390e490fbbda5445cb2cd1f7	570	2626	2629	O	O	Cpc
1893	0dea3fb8390e490fbbda5445cb2cd1f7	575	2645	2650	O	O	Civil
1894	0dea3fb8390e490fbbda5445cb2cd1f7	576	2651	2659	O	O	Revision
1895	0dea3fb8390e490fbbda5445cb2cd1f7	577	2660	2668	O	O	Petition
1896	0dea3fb8390e490fbbda5445cb2cd1f7	579	2672	2677	O	O	Filed
1897	0dea3fb8390e490fbbda5445cb2cd1f7	582	2684	2691	O	O	Section
1898	0dea3fb8390e490fbbda5445cb2cd1f7	583	2692	2694	O	O	18
1899	0dea3fb8390e490fbbda5445cb2cd1f7	586	2702	2711	O	O	Karnataka
1900	0dea3fb8390e490fbbda5445cb2cd1f7	587	2712	2717	O	O	Small
1901	0dea3fb8390e490fbbda5445cb2cd1f7	588	2718	2724	O	O	Causes
1902	0dea3fb8390e490fbbda5445cb2cd1f7	589	2725	2730	O	O	Court
1903	0dea3fb8390e490fbbda5445cb2cd1f7	591	2731	2734	O	O	Act
1904	0dea3fb8390e490fbbda5445cb2cd1f7	596	2749	2754	O	O	Order
1905	0dea3fb8390e490fbbda5445cb2cd1f7	597	2755	2760	O	O	Dated
1906	0dea3fb8390e490fbbda5445cb2cd1f7	598	2761	2771	O	B-DATE	01.04.2017
1907	0dea3fb8390e490fbbda5445cb2cd1f7	599	2772	2778	O	O	Passed
1908	0dea3fb8390e490fbbda5445cb2cd1f7	602	2782	2784	O	O	Ia
1909	0dea3fb8390e490fbbda5445cb2cd1f7	603	2785	2789	O	O	No.8
1910	0dea3fb8390e490fbbda5445cb2cd1f7	605	2793	2795	O	O	Ex
1911	0dea3fb8390e490fbbda5445cb2cd1f7	607	2796	2809	O	O	No.15131/2013
1912	0dea3fb8390e490fbbda5445cb2cd1f7	610	2817	2821	O	O	File
1913	0dea3fb8390e490fbbda5445cb2cd1f7	614	2829	2833	O	O	Xiii
1914	0dea3fb8390e490fbbda5445cb2cd1f7	616	2836	2840	O	O	Addl
1915	0dea3fb8390e490fbbda5445cb2cd1f7	619	2844	2849	O	O	Judge
1916	0dea3fb8390e490fbbda5445cb2cd1f7	622	2853	2858	O	O	Court
1917	0dea3fb8390e490fbbda5445cb2cd1f7	626	2866	2871	O	O	Small
1918	0dea3fb8390e490fbbda5445cb2cd1f7	628	2876	2882	O	O	Causes
1919	0dea3fb8390e490fbbda5445cb2cd1f7	631	2884	2893	O	O	Bengaluru
1920	0dea3fb8390e490fbbda5445cb2cd1f7	632	2894	2903	O	O	Rejecting
1921	0dea3fb8390e490fbbda5445cb2cd1f7	634	2908	2910	O	O	Ia
1922	0dea3fb8390e490fbbda5445cb2cd1f7	635	2911	2915	O	O	No.8
1923	0dea3fb8390e490fbbda5445cb2cd1f7	636	2916	2921	O	O	Filed
1924	0dea3fb8390e490fbbda5445cb2cd1f7	639	2928	2933	O	O	Order
1925	0dea3fb8390e490fbbda5445cb2cd1f7	640	2934	2936	O	O	21
1926	0dea3fb8390e490fbbda5445cb2cd1f7	641	2937	2941	O	O	Rule
1927	0dea3fb8390e490fbbda5445cb2cd1f7	642	2942	2944	O	O	97
1928	0dea3fb8390e490fbbda5445cb2cd1f7	643	2945	2949	O	O	Read
1929	0dea3fb8390e490fbbda5445cb2cd1f7	645	2955	2962	O	O	Section
1930	0dea3fb8390e490fbbda5445cb2cd1f7	646	2963	2966	O	O	151
1931	0dea3fb8390e490fbbda5445cb2cd1f7	648	2970	2973	O	O	Cpc
1932	0dea3fb8390e490fbbda5445cb2cd1f7	653	2990	2999	O	O	Petitions
1933	0dea3fb8390e490fbbda5445cb2cd1f7	654	3000	3006	O	O	Coming
1934	0dea3fb8390e490fbbda5445cb2cd1f7	657	3014	3020	O	O	Orders
1935	0dea3fb8390e490fbbda5445cb2cd1f7	660	3026	3029	O	O	Day
1936	0dea3fb8390e490fbbda5445cb2cd1f7	663	3035	3040	O	O	Court
1937	0dea3fb8390e490fbbda5445cb2cd1f7	666	3050	3059	O	O	Following
1938	0dea3fb8390e490fbbda5445cb2cd1f7	669	3090	3091	O	O	4
1939	0dea3fb8390e490fbbda5445cb2cd1f7	671	3120	3125	O	O	Order
1940	0e19eb86093942469d67a6de8839197f	3	13	19	O	O	decree
1941	0e19eb86093942469d67a6de8839197f	4	20	26	O	O	holder
1942	0e19eb86093942469d67a6de8839197f	7	35	40	O	O	trust
1943	0e19eb86093942469d67a6de8839197f	12	58	64	O	O	number
1944	0e19eb86093942469d67a6de8839197f	14	68	81	O	O	beneficiaries
1945	0e19eb86093942469d67a6de8839197f	17	89	94	O	O	trust
1946	0e19eb86093942469d67a6de8839197f	20	100	104	B-COURT	B-COURT	Apex
1947	0e19eb86093942469d67a6de8839197f	21	105	110	I-COURT	I-COURT	Court
1948	0e19eb86093942469d67a6de8839197f	22	111	119	O	O	directed
1949	0e19eb86093942469d67a6de8839197f	24	124	136	O	O	disbursement
1950	0e19eb86093942469d67a6de8839197f	26	140	147	O	O	certain
1951	0e19eb86093942469d67a6de8839197f	28	155	162	O	O	subject
1952	0e19eb86093942469d67a6de8839197f	31	170	179	O	O	condition
1953	0e19eb86093942469d67a6de8839197f	34	191	202	O	O	withdrawals
1954	0e19eb86093942469d67a6de8839197f	37	213	219	O	O	create
1955	0e19eb86093942469d67a6de8839197f	39	224	231	O	O	special
1956	0e19eb86093942469d67a6de8839197f	40	232	238	O	O	equity
1957	0e19eb86093942469d67a6de8839197f	42	243	248	O	O	shall
1958	0e19eb86093942469d67a6de8839197f	44	252	259	O	O	subject
1959	0e19eb86093942469d67a6de8839197f	47	267	274	O	O	outcome
1960	0e19eb86093942469d67a6de8839197f	50	282	286	O	O	suit
1961	0e4768f6eb9149af9924c8a91f7ad122	1	3	8	O	O	noted
1962	0e4768f6eb9149af9924c8a91f7ad122	4	18	23	O	O	paras
1963	0e4768f6eb9149af9924c8a91f7ad122	5	24	27	O	O	6.7
1964	0e4768f6eb9149af9924c8a91f7ad122	7	30	33	O	O	6.8
1965	0e4768f6eb9149af9924c8a91f7ad122	9	35	40	O	O	supra
1966	0e4768f6eb9149af9924c8a91f7ad122	13	47	56	O	O	appellant
1967	0e4768f6eb9149af9924c8a91f7ad122	14	57	61	O	O	vide
1968	0e4768f6eb9149af9924c8a91f7ad122	16	66	77	O	O	application
1969	0e4768f6eb9149af9924c8a91f7ad122	17	78	85	O	O	bearing
1970	0e4768f6eb9149af9924c8a91f7ad122	18	86	90	B-CASE_NUMBER	B-CASE_NUMBER	I.A.
1971	0e4768f6eb9149af9924c8a91f7ad122	21	95	101	I-CASE_NUMBER	I-CASE_NUMBER	5/2014
1972	0e4768f6eb9149af9924c8a91f7ad122	24	109	114	I-CASE_NUMBER	I-CASE_NUMBER	Civil
1973	0e4768f6eb9149af9924c8a91f7ad122	25	115	121	I-CASE_NUMBER	I-CASE_NUMBER	Appeal
1974	0e4768f6eb9149af9924c8a91f7ad122	28	126	130	I-CASE_NUMBER	I-CASE_NUMBER	2878
1975	0e4768f6eb9149af9924c8a91f7ad122	30	134	138	I-CASE_NUMBER	I-CASE_NUMBER	2014
1976	0e4768f6eb9149af9924c8a91f7ad122	31	139	145	O	O	sought
1977	0e4768f6eb9149af9924c8a91f7ad122	32	146	153	O	O	similar
1978	0e4768f6eb9149af9924c8a91f7ad122	33	154	164	O	O	directions
1979	0e4768f6eb9149af9924c8a91f7ad122	36	172	182	O	O	respondent
1980	0e4768f6eb9149af9924c8a91f7ad122	38	186	192	O	O	refund
1981	0e4768f6eb9149af9924c8a91f7ad122	42	206	211	O	O	Rs.90
1982	0e4768f6eb9149af9924c8a91f7ad122	43	212	216	O	O	lacs
1983	0e4768f6eb9149af9924c8a91f7ad122	45	222	224	O	O	12
1984	0e4768f6eb9149af9924c8a91f7ad122	47	226	234	O	O	interest
1985	0e907084924440999de16a2912cd7878	1	4	10	O	O	plaint
1986	0e907084924440999de16a2912cd7878	3	15	20	O	O	later
1987	0e907084924440999de16a2912cd7878	5	24	31	O	O	amended
1988	0e907084924440999de16a2912cd7878	9	43	50	O	O	pleaded
1989	0e907084924440999de16a2912cd7878	13	63	68	O	O	light
1990	0e907084924440999de16a2912cd7878	16	76	81	O	O	order
1991	0e907084924440999de16a2912cd7878	17	82	87	O	O	dated
1992	0e907084924440999de16a2912cd7878	18	88	98	B-DATE	B-DATE	31.03.1997
1993	0e907084924440999de16a2912cd7878	19	99	105	O	O	passed
1994	0e907084924440999de16a2912cd7878	21	109	112	O	O	SDO
1995	0e907084924440999de16a2912cd7878	23	114	121	B-GPE	O	Vidisha
1996	0e907084924440999de16a2912cd7878	26	127	137	O	O	defendants
1997	0e907084924440999de16a2912cd7878	29	142	143	O	O	1
1998	0e907084924440999de16a2912cd7878	31	148	149	O	O	2
1999	0e907084924440999de16a2912cd7878	33	155	163	O	O	forcibly
2000	0e907084924440999de16a2912cd7878	34	164	169	O	O	taken
2001	0e907084924440999de16a2912cd7878	35	170	180	O	O	possession
2002	0e907084924440999de16a2912cd7878	38	188	196	O	O	disputed
2003	0e907084924440999de16a2912cd7878	39	197	205	O	O	property
2004	0e907084924440999de16a2912cd7878	43	216	222	O	O	relief
